start_time,request_id,workspace,model,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,stop_reason,status,session_id,prompt_prefix_hash,prompt_full_hash
2026-08-08 08:54:19+00:00,req-00019449,invoice_parser,claude-haiku-4-5,992,215,0,2800,stop,ok,38df66d010b84da3,74e7dd927681bbac,8c0698fd19eceab9
2026-08-08 08:57:22+00:00,req-00019375,invoice_parser,claude-haiku-4-5,891,84,2800,0,stop,ok,d2b200a92fc33265,74e7dd927681bbac,9dcb35b2d6606072
2026-08-08 09:01:23+00:00,req-00000126,support_triage,claude-opus-5,1509,24,0,0,stop,ok,86e6af12054e904a,ba10f06cd6ad2b84,9ed727e1520faa79
2026-08-08 09:02:44+00:00,req-00000095,support_triage,claude-opus-5,1105,24,0,0,stop,ok,45f68fceaf21976d,ba10f06cd6ad2b84,7a20c22d5edf552d
2026-08-08 09:02:49+00:00,req-00019413,invoice_parser,claude-haiku-4-5,584,118,0,2800,stop,ok,cc82e77006b59aa8,74e7dd927681bbac,3d3c2adbaf2a5b69
2026-08-08 09:02:58+00:00,req-00000056,support_triage,claude-opus-5,1215,26,0,0,stop,ok,7cb32ae7e5356a7b,ba10f06cd6ad2b84,9267dee2f890cceb
2026-08-08 09:04:57+00:00,req-00002134,doc_summariser,claude-sonnet-4-5,7913,134,0,0,stop,ok,512e1a0654b15f56,1e1fc5c2d26ead34,f77ecd13a36d7996
2026-08-08 09:07:29+00:00,req-00000033,support_triage,claude-opus-5,1273,27,0,0,stop,ok,465e0d557e381da8,ba10f06cd6ad2b84,8fe6f729fa1b2045
2026-08-08 09:12:01+00:00,req-00002138,doc_summariser,claude-sonnet-4-5,7077,467,0,0,stop,ok,cda6e25d335ce5d5,c3a03e2feb85cd25,1f8affed1da8dc48
2026-08-08 09:20:50+00:00,req-00000085,support_triage,claude-opus-5,1753,35,0,0,stop,ok,2ea8adf1f135ceb7,ba10f06cd6ad2b84,5f46dbde5d98e789
2026-08-08 09:27:16+00:00,req-00019369,invoice_parser,claude-haiku-4-5,619,147,0,2800,stop,ok,570dd28b41064aa2,74e7dd927681bbac,cbf247e7dcc850e3
2026-08-08 09:29:05+00:00,req-00000011,support_triage,claude-opus-5,1123,24,0,0,stop,ok,185528a792ce667f,ba10f06cd6ad2b84,4a07790d9a1bc2e2
2026-08-08 09:30:39+00:00,req-00000118,support_triage,claude-opus-5,1164,25,0,0,stop,ok,f3892c87e2f5100a,ba10f06cd6ad2b84,bad5250b7d17cf21
2026-08-08 09:30:48+00:00,req-00019399,invoice_parser,claude-haiku-4-5,1051,105,2800,0,stop,ok,28313531900279c6,74e7dd927681bbac,78b4d74484819168
2026-08-08 09:31:18+00:00,req-00002146,doc_summariser,claude-sonnet-4-5,8432,338,0,0,stop,ok,5efb0a736b5cf360,1e1fc5c2d26ead34,5b766278b73dd0a4
2026-08-08 09:34:26+00:00,req-00000010,support_triage,claude-opus-5,1474,35,0,0,stop,ok,8bd3128bc18799c5,ba10f06cd6ad2b84,187cd9b7ba3dd9fd
2026-08-08 09:36:12+00:00,req-00000088,support_triage,claude-opus-5,1198,17,0,0,stop,ok,0b404af8e763d0b5,ba10f06cd6ad2b84,e5ac68494a378f18
2026-08-08 09:37:34+00:00,req-00002123,doc_summariser,claude-sonnet-4-5,6868,413,0,0,stop,ok,3777311dda6c8eaf,1e1fc5c2d26ead34,e24d6e490484a9a8
2026-08-08 09:38:03+00:00,req-00002140,doc_summariser,claude-sonnet-4-5,7375,902,0,0,stop,ok,1713b9bae9cf2d4a,1e1fc5c2d26ead34,449143a6c991bfb8
2026-08-08 09:38:49+00:00,req-00002100,doc_summariser,claude-sonnet-4-5,9236,521,0,0,stop,ok,049961695c17c25a,1e1fc5c2d26ead34,866e7b0e2b87c965
2026-08-08 09:39:15+00:00,req-00000034,support_triage,claude-opus-5,1280,22,0,0,stop,ok,30b72b5bfc160f57,ba10f06cd6ad2b84,2e4dc38c8e599de5
2026-08-08 09:39:36+00:00,req-00019454,invoice_parser,claude-haiku-4-5,1005,126,0,2800,stop,ok,5bdd4b8dd2b375d2,74e7dd927681bbac,20ac246977cf701b
2026-08-08 09:40:16+00:00,req-00000043,support_triage,claude-opus-5,1206,32,0,0,stop,ok,3283a758323cd3fd,ba10f06cd6ad2b84,b04cb7c281e566ee
2026-08-08 09:40:31+00:00,req-00019339,invoice_parser,claude-haiku-4-5,447,64,2800,0,stop,ok,c67fd6520b694696,74e7dd927681bbac,803bbf663e61bf65
2026-08-08 09:42:04+00:00,req-00019445,invoice_parser,claude-haiku-4-5,412,160,2800,0,stop,ok,50a6cf02ea3128ab,74e7dd927681bbac,a25a322ac3aacec6
2026-08-08 09:44:01+00:00,req-00019368,invoice_parser,claude-haiku-4-5,789,90,2800,0,stop,ok,f93734a3a2880a95,74e7dd927681bbac,b693de7acaf7fe43
2026-08-08 09:54:40+00:00,req-00000062,support_triage,claude-opus-5,1285,26,0,0,stop,ok,c932d1eba6be3243,ba10f06cd6ad2b84,9f0d14ca16f31331
2026-08-08 09:56:45+00:00,req-00002106,doc_summariser,claude-sonnet-4-5,7866,178,0,0,stop,ok,2f707b3818019364,1e1fc5c2d26ead34,a873bd6975be6869
2026-08-08 09:56:57+00:00,req-00000025,support_triage,claude-opus-5,1226,26,0,0,stop,ok,c1dd50f4583d024d,ba10f06cd6ad2b84,05fb28ee73e16d5a
2026-08-08 09:57:44+00:00,req-00019421,invoice_parser,claude-haiku-4-5,602,89,0,2800,stop,ok,ab1d971b3e6b6274,74e7dd927681bbac,da71ae7010653196
2026-08-08 09:58:01+00:00,req-00000144,support_triage,claude-opus-5,1267,43,0,0,stop,ok,d4e5903431417ec1,ba10f06cd6ad2b84,41cd5bddf91963a0
2026-08-08 09:58:11+00:00,req-00000138,support_triage,claude-opus-5,1185,17,0,0,stop,ok,de2e3e04a70b27ea,ba10f06cd6ad2b84,24a72dc76e56c1a8
2026-08-08 10:01:13+00:00,req-00019412,invoice_parser,claude-haiku-4-5,1726,156,2800,0,stop,ok,ecee8d327ace43a5,74e7dd927681bbac,fb2d8e7fcb4f10e3
2026-08-08 10:02:53+00:00,req-00019366,invoice_parser,claude-haiku-4-5,695,70,2800,0,stop,ok,c4ce77b6b769de38,74e7dd927681bbac,a789018f1a136e47
2026-08-08 10:02:57+00:00,req-00019435,invoice_parser,claude-haiku-4-5,1624,55,2800,0,stop,ok,9e24a054cca8acc2,74e7dd927681bbac,a073d151b9b1b4ff
2026-08-08 10:04:31+00:00,req-00000103,support_triage,claude-opus-5,1250,17,0,0,stop,ok,669be224128f3d78,ba10f06cd6ad2b84,cc742d7ea1174f08
2026-08-08 10:07:19+00:00,req-00019442,invoice_parser,claude-haiku-4-5,934,179,2800,0,stop,ok,c9baf87c21b8d978,74e7dd927681bbac,a6ba77c588fdf3a3
2026-08-08 10:09:52+00:00,req-00000066,support_triage,claude-opus-5,1133,39,0,0,stop,ok,7d4471f197f8cebb,ba10f06cd6ad2b84,366ebc537948c174
2026-08-08 10:11:04+00:00,req-00002150,doc_summariser,claude-sonnet-4-5,7624,213,0,0,stop,ok,84753eae7bc3e8d4,c3a03e2feb85cd25,0e818ec0b7ab8311
2026-08-08 10:15:19+00:00,req-00019342,invoice_parser,claude-haiku-4-5,857,63,0,2800,stop,ok,b09c41fb97f9ace9,74e7dd927681bbac,4fd7f8528a7a5fc9
2026-08-08 10:19:50+00:00,req-00000071,support_triage,claude-opus-5,1385,37,0,0,stop,ok,e56e2acc3f454452,ba10f06cd6ad2b84,d5d4689000f6681f
2026-08-08 10:25:51+00:00,req-00000112,support_triage,claude-opus-5,1128,36,0,0,stop,ok,ef44c5a80f25543e,ba10f06cd6ad2b84,b2571e7c90d085a5
2026-08-08 10:25:52+00:00,req-00019346,invoice_parser,claude-haiku-4-5,894,109,0,2800,stop,ok,bddde49d13ac9f86,74e7dd927681bbac,111a242f030a2507
2026-08-08 10:31:18+00:00,req-00000147,support_triage,claude-opus-5,1249,18,0,0,stop,ok,3200260fe267bdab,ba10f06cd6ad2b84,9f497b8ecfda3a6e
2026-08-08 10:32:40+00:00,req-00000014,support_triage,claude-opus-5,1346,61,0,0,stop,ok,70eb3feb79a69a54,ba10f06cd6ad2b84,22ed85525eb5fe5c
2026-08-08 10:33:06+00:00,req-00019427,invoice_parser,claude-haiku-4-5,784,96,0,2800,stop,ok,fea71b0f9f10e317,74e7dd927681bbac,de8338b7339197e6
2026-08-08 10:33:40+00:00,req-00000134,support_triage,claude-opus-5,1222,22,0,0,stop,ok,5145745a27c8c6dc,ba10f06cd6ad2b84,80cbf4919d85747a
2026-08-08 10:34:35+00:00,req-00002112,doc_summariser,claude-sonnet-4-5,9354,190,0,0,stop,ok,2b7f0fbc28878b1f,1e1fc5c2d26ead34,fc8a35eaea87921d
2026-08-08 10:35:17+00:00,req-00000110,support_triage,claude-opus-5,1317,16,0,0,stop,ok,f6a8b57a7ec1804f,ba10f06cd6ad2b84,20a392f4b5ece1f1
2026-08-08 10:35:26+00:00,req-00000029,support_triage,claude-opus-5,1251,8,0,0,stop,ok,695a69b05d7ae059,ba10f06cd6ad2b84,20ab6a1090df7e88
2026-08-08 10:35:26+00:00,req-00003519,research_v2,claude-opus-5,1412,204,0,3100,stop,ok,6bc9819664ecce9b,5b09c2696c4f444c,461d53084ea5bc44
2026-08-08 10:35:49+00:00,req-00000067,support_triage,claude-opus-5,1252,56,0,0,stop,ok,1898ad6f69dd111a,ba10f06cd6ad2b84,64df96324a881bec
2026-08-08 10:37:08+00:00,req-00019419,invoice_parser,claude-haiku-4-5,693,87,2800,0,stop,ok,b61af3e7ba26bc18,74e7dd927681bbac,da9ae6c93ad8d9cd
2026-08-08 10:37:49+00:00,req-00019384,invoice_parser,claude-haiku-4-5,1156,63,2800,0,stop,ok,fa2cccfd5a9035fa,74e7dd927681bbac,afb0b502b4d19af4
2026-08-08 10:39:08+00:00,req-00019393,invoice_parser,claude-haiku-4-5,1970,154,2800,0,stop,ok,87110973ac2787c2,74e7dd927681bbac,1fa53b7da6ab8abe
2026-08-08 10:39:49+00:00,req-00003505,research_v2,claude-opus-5,4527,306,3100,0,length,ok,8b22f94caf6a6801,5b09c2696c4f444c,3b762de3702154cb
2026-08-08 10:40:24+00:00,req-00003506,research_v2,claude-opus-5,1343,496,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,60d4611d3f147c72
2026-08-08 10:41:11+00:00,req-00000063,support_triage,claude-opus-5,1151,46,0,0,stop,ok,2c3d0d8bda614a6d,ba10f06cd6ad2b84,6e858e6020c671cd
2026-08-08 10:41:13+00:00,req-00000048,support_triage,claude-opus-5,1150,30,0,0,stop,ok,6aa85c9c08a80b73,ba10f06cd6ad2b84,905850112807c790
2026-08-08 10:41:15+00:00,req-00003507,research_v2,claude-opus-5,1727,818,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,e0cb34433aa7fe74
2026-08-08 10:42:04+00:00,req-00019372,invoice_parser,claude-haiku-4-5,732,190,2800,0,stop,ok,49e285e82271c602,74e7dd927681bbac,556dcccbf96f425b
2026-08-08 10:42:31+00:00,req-00003508,research_v2,claude-opus-5,1240,324,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,34e1eecd0c3c5ea1
2026-08-08 10:42:33+00:00,req-00003509,research_v2,claude-opus-5,1980,326,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,12c79741e6982e68
2026-08-08 10:43:20+00:00,req-00019385,invoice_parser,claude-haiku-4-5,1241,251,2800,0,stop,ok,e67dd202f81ab984,74e7dd927681bbac,127d907efc1afb5a
2026-08-08 10:43:52+00:00,req-00003510,research_v2,claude-opus-5,3150,141,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,b676898fa124caed
2026-08-08 10:44:01+00:00,req-00000090,support_triage,claude-opus-5,1479,8,0,0,stop,ok,e3ebd7308eb687f1,ba10f06cd6ad2b84,3957521bccbba5fc
2026-08-08 10:44:07+00:00,req-00003511,research_v2,claude-opus-5,2178,0,3100,0,error,error,8b22f94caf6a6801,5b09c2696c4f444c,9c0e345a9690b866
2026-08-08 10:44:24+00:00,req-00003512,research_v2,claude-opus-5,2174,87,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,e456a0c5e125f14e
2026-08-08 10:45:25+00:00,req-00002126,doc_summariser,claude-sonnet-4-5,7454,267,0,0,stop,ok,d08fac8ccb3671a4,1e1fc5c2d26ead34,aaeab81e7e4aa67c
2026-08-08 10:45:27+00:00,req-00003513,research_v2,claude-opus-5,2713,402,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,604dc496253bd8fa
2026-08-08 10:45:50+00:00,req-00003514,research_v2,claude-opus-5,1912,892,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,4424b6e3724488c2
2026-08-08 10:46:05+00:00,req-00002137,doc_summariser,claude-sonnet-4-5,8672,611,0,0,stop,ok,662f85d912b65dcc,c3a03e2feb85cd25,e21925ec761294e9
2026-08-08 10:46:48+00:00,req-00003515,research_v2,claude-opus-5,1536,169,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,0e9902ccab840529
2026-08-08 10:47:46+00:00,req-00003516,research_v2,claude-opus-5,1307,158,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,b01882c3a41940f9
2026-08-08 10:48:45+00:00,req-00003517,research_v2,claude-opus-5,1796,392,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,808fbfd4f6299f0c
2026-08-08 10:50:12+00:00,req-00003518,research_v2,claude-opus-5,1657,601,3100,0,stop,ok,8b22f94caf6a6801,5b09c2696c4f444c,66beb6b8d1d7a2a2
2026-08-08 10:51:20+00:00,req-00000094,support_triage,gpt-4o-legacy,1046,62,0,0,stop,ok,540423b8f9f8f307,ba10f06cd6ad2b84,4f2a56cac1b921fd
2026-08-08 10:51:28+00:00,req-00000057,support_triage,claude-opus-5,1275,23,0,0,stop,ok,744daa415b10ef89,ba10f06cd6ad2b84,11574f3f90403711
2026-08-08 10:52:55+00:00,req-00019430,invoice_parser,claude-haiku-4-5,1376,94,0,2800,stop,ok,eac3e2d61c39fdfe,74e7dd927681bbac,92aa85137d42a98a
2026-08-08 10:53:07+00:00,req-00000122,support_triage,claude-opus-5,1326,57,0,0,stop,ok,a592d95301996df7,ba10f06cd6ad2b84,d652e74ecdae18da
2026-08-08 10:58:28+00:00,req-00019357,invoice_parser,claude-haiku-4-5,677,104,0,2800,stop,ok,6e6f81189947b19c,74e7dd927681bbac,25acf400f3c9156c
2026-08-08 10:59:16+00:00,req-00019355,invoice_parser,claude-haiku-4-5,1198,75,2800,0,stop,ok,fdf1161b4399b030,74e7dd927681bbac,f3e4ef59ebc3e3b0
2026-08-08 11:00:58+00:00,req-00000139,support_triage,claude-opus-5,1063,37,0,0,stop,ok,8dc79a95e6d44ed3,ba10f06cd6ad2b84,0f37eae91c21444a
2026-08-08 11:03:28+00:00,req-00000146,support_triage,claude-opus-5,1507,27,0,0,stop,ok,e19184940e56a85c,ba10f06cd6ad2b84,55780a58778107a9
2026-08-08 11:07:02+00:00,req-00000046,support_triage,claude-opus-5,1127,26,0,0,stop,ok,73b60e0f04ad2b38,ba10f06cd6ad2b84,c1cbec795aa9f7f2
2026-08-08 11:07:32+00:00,req-00019396,invoice_parser,claude-haiku-4-5,1374,114,0,2800,stop,ok,b08cce3dce47e1cb,74e7dd927681bbac,d7724c962b6630cf
2026-08-08 11:07:40+00:00,req-00019341,invoice_parser,claude-haiku-4-5,1344,207,2800,0,stop,ok,f3f6fce6a8d27dba,74e7dd927681bbac,78bc73e86cfd72b7
2026-08-08 11:10:35+00:00,req-00019389,invoice_parser,claude-haiku-4-5,708,154,2800,0,stop,ok,f0dfd6d4c74d5524,74e7dd927681bbac,a96cb24a65065a16
2026-08-08 11:10:41+00:00,req-00000041,support_triage,claude-opus-5,1810,30,0,0,stop,ok,060450f2125aa1a6,ba10f06cd6ad2b84,133d5b85af8b49e6
2026-08-08 11:14:23+00:00,req-00000070,support_triage,claude-opus-5,1107,45,0,0,stop,ok,5d4e83a694ebc4ec,ba10f06cd6ad2b84,4cf74761e3c17b6c
2026-08-08 11:19:35+00:00,req-00019440,invoice_parser,claude-haiku-4-5,997,100,0,2800,stop,ok,35b2d82da2286bcc,74e7dd927681bbac,6baeea1c8dd98299
2026-08-08 11:20:08+00:00,req-00002109,doc_summariser,claude-sonnet-4-5,7920,415,0,0,stop,ok,c1e698e282198607,c3a03e2feb85cd25,ef00a94d8016180a
2026-08-08 11:23:38+00:00,req-00019379,invoice_parser,claude-haiku-4-5,424,83,2800,0,stop,ok,9b85cdaf7aab3288,74e7dd927681bbac,89e5a8b52c427bc1
2026-08-08 11:28:45+00:00,req-00000027,support_triage,claude-opus-5,1242,33,0,0,stop,ok,275a7d65e6155fe7,ba10f06cd6ad2b84,b844b6b495e69bfd
2026-08-08 11:30:16+00:00,req-00002144,doc_summariser,claude-sonnet-4-5,7696,651,0,0,stop,ok,33388687382e6dd0,1e1fc5c2d26ead34,299f73bb7895dc06
2026-08-08 11:34:40+00:00,req-00019360,invoice_parser,claude-haiku-4-5,1310,139,0,2800,stop,ok,32e67cd6727dc2b2,74e7dd927681bbac,25c421679a8726cf
2026-08-08 11:35:19+00:00,req-00002153,doc_summariser,claude-sonnet-4-5,7350,553,0,0,stop,ok,cd2009eb5c68992b,1e1fc5c2d26ead34,378b6dddb5465d32
2026-08-08 11:35:36+00:00,req-00000042,support_triage,claude-opus-5,1479,0,0,0,error,error,5e6d70a10a6c0901,ba10f06cd6ad2b84,d217a8501050db16
2026-08-08 11:35:58+00:00,req-00000065,support_triage,claude-opus-5,1628,13,0,0,stop,ok,1ad5651f28097c88,ba10f06cd6ad2b84,
2026-08-08 11:36:41+00:00,req-00019394,invoice_parser,claude-haiku-4-5,913,160,2800,0,stop,ok,317b15414013f39e,74e7dd927681bbac,d269659308482a94
2026-08-08 11:39:54+00:00,req-00000089,support_triage,claude-opus-5,1303,26,0,0,stop,ok,a4beda6974550184,ba10f06cd6ad2b84,2280c8a2f7ea407e
2026-08-08 11:41:48+00:00,req-00000035,support_triage,claude-opus-5,1288,34,0,0,stop,ok,1543fcb4bad9231e,ba10f06cd6ad2b84,82932dded220b00b
2026-08-08 11:42:56+00:00,req-00000059,support_triage,claude-opus-5,1097,18,0,0,stop,ok,2461e0ca5ee5dfa0,ba10f06cd6ad2b84,cb478a79b9e9cced
2026-08-08 11:45:05+00:00,req-00002128,doc_summariser,claude-sonnet-4-5,7353,648,0,0,stop,ok,fe92685b561dd9f8,c3a03e2feb85cd25,f2c76ea81c47c06b
2026-08-08 11:45:17+00:00,req-00019444,invoice_parser,claude-haiku-4-5,1816,120,0,2800,stop,ok,53f41489d3d505fd,74e7dd927681bbac,39bfd1957cad8a26
2026-08-08 11:47:30+00:00,req-00019374,invoice_parser,claude-haiku-4-5,467,71,2800,0,stop,ok,b0f1e7886858dd75,74e7dd927681bbac,60f73570d0879d7b
2026-08-08 11:50:10+00:00,req-00019411,invoice_parser,claude-haiku-4-5,765,125,2800,0,stop,ok,6414ab4c9d8e9643,74e7dd927681bbac,444dba4e9e8828b0
2026-08-08 11:50:23+00:00,req-00002145,doc_summariser,claude-sonnet-4-5,8273,250,0,0,stop,ok,06bb95fffad7e95b,1e1fc5c2d26ead34,ff33caaaf400e659
2026-08-08 11:50:45+00:00,req-00002131,doc_summariser,claude-sonnet-4-5,7324,342,0,0,stop,ok,5ff8c385872c6fc6,c3a03e2feb85cd25,09c4d287b877fb28
2026-08-08 11:52:40+00:00,req-00000061,support_triage,claude-opus-5,1137,55,0,0,stop,ok,9cff46da62cf5283,ba10f06cd6ad2b84,38f1e2cd4d65cd1b
2026-08-08 12:02:32+00:00,req-00000058,support_triage,claude-opus-5,1190,10,0,0,stop,ok,93ae10f842d3d6d7,ba10f06cd6ad2b84,6a7f64002d5f2160
2026-08-08 12:02:51+00:00,req-00000005,support_triage,claude-opus-5,1281,16,0,0,stop,ok,292f26c480e6a159,ba10f06cd6ad2b84,1236e178c7ee6435
2026-08-08 12:09:27+00:00,req-00000117,support_triage,claude-opus-5,1029,30,0,0,stop,ok,6093a0024abf148f,ba10f06cd6ad2b84,d220520eee5c77c4
2026-08-08 12:11:33+00:00,req-00019408,invoice_parser,claude-haiku-4-5,1187,81,0,2800,stop,ok,c9812d47223cbd16,74e7dd927681bbac,676901fdc83ba09f
2026-08-08 12:12:56+00:00,req-00002113,doc_summariser,claude-sonnet-4-5,7776,462,0,0,stop,ok,2ed7fda94aac7b94,c3a03e2feb85cd25,56af2a5d98761e12
2026-08-08 12:20:26+00:00,req-00019425,invoice_parser,claude-haiku-4-5,416,151,0,2800,stop,ok,a89a2c0e789415d7,74e7dd927681bbac,6bd2b743514924c1
2026-08-08 12:24:14+00:00,req-00002135,doc_summariser,claude-sonnet-4-5,7308,826,0,0,length,ok,315231a8cf8b9127,c3a03e2feb85cd25,dba3ad7645370049
2026-08-08 12:25:27+00:00,req-00002111,doc_summariser,claude-sonnet-4-5,11104,177,0,0,stop,ok,563751fab00c07d6,c3a03e2feb85cd25,a32a7dde442eedab
2026-08-08 12:28:09+00:00,req-00002139,doc_summariser,claude-sonnet-4-5,9680,231,0,0,stop,ok,f4fa8d78cd77a1ec,c3a03e2feb85cd25,82a4967a421a8172
2026-08-08 12:29:57+00:00,req-00000052,support_triage,claude-opus-5,1126,43,0,0,stop,ok,79d59900a4679582,ba10f06cd6ad2b84,46b66d2e4a79c2b5
2026-08-08 12:31:48+00:00,req-00000132,support_triage,claude-opus-5,1080,21,0,0,stop,ok,ef2d2ec78269b66c,ba10f06cd6ad2b84,eb729fbc58b1f941
