start_time,request_id,project_name,model,input_tokens,cached_tokens,output_tokens,finish_reason,status,session_id,prompt_prefix_hash,prompt_full_hash
2026-08-08 01:17:56+00:00,req-00004969,nightly_enrichment,gpt-5,1350,0,195,stop,ok,,bd92b107232016ba,1519be4c0e0ab926
2026-08-08 01:18:06+00:00,req-00004411,nightly_enrichment,gpt-5,1379,0,131,stop,ok,,bd92b107232016ba,c7ecdae45a15e32c
2026-08-08 01:19:07+00:00,req-00005222,nightly_enrichment,gpt-5,1177,0,209,stop,ok,,bd92b107232016ba,188715a903530ba1
2026-08-08 01:19:36+00:00,req-00005179,nightly_enrichment,gpt-5,1205,0,276,stop,ok,,bd92b107232016ba,a4bd65b5d27fff49
2026-08-08 01:19:53+00:00,req-00004708,nightly_enrichment,gpt-5,1657,0,288,stop,ok,,bd92b107232016ba,92928b2effc1db60
2026-08-08 01:20:17+00:00,req-00004763,nightly_enrichment,gpt-5,1719,0,103,stop,ok,0e6cf2bfcf676109,bd92b107232016ba,802fba36afbec692
2026-08-08 01:20:21+00:00,req-00004794,nightly_enrichment,gpt-5,1943,0,143,stop,ok,,bd92b107232016ba,3ed4a16c3a50f071
2026-08-08 01:20:32+00:00,req-00004440,nightly_enrichment,gpt-5,1405,0,124,stop,ok,,bd92b107232016ba,c482596ac9ec0af7
2026-08-08 01:21:04+00:00,req-00004730,nightly_enrichment,gpt-5,1054,0,177,stop,ok,,bd92b107232016ba,2d9e4492309602dd
2026-08-08 01:21:07+00:00,req-00004419,nightly_enrichment,gpt-5,1236,0,230,stop,ok,,bd92b107232016ba,2228ac2a03d8e783
2026-08-08 01:21:25+00:00,req-00004369,nightly_enrichment,gpt-5,1179,0,214,stop,ok,,bd92b107232016ba,5ca54edb8ae3be4e
2026-08-08 01:21:29+00:00,req-00005061,nightly_enrichment,gpt-5,1441,0,95,stop,ok,,bd92b107232016ba,374b60796f606f23
2026-08-08 01:21:31+00:00,req-00005034,nightly_enrichment,gpt-5,1640,0,115,stop,ok,b4bdf07f435e30ed,bd92b107232016ba,8bd323430a19cff0
2026-08-08 01:21:32+00:00,req-00005318,nightly_enrichment,gpt-5,1921,0,140,stop,ok,,bd92b107232016ba,2d0e05adcb20bb1a
2026-08-08 01:21:32+00:00,req-00004456,nightly_enrichment,gpt-5,1008,0,77,stop,ok,,bd92b107232016ba,7485668288ffa5e6
2026-08-08 01:21:33+00:00,req-00004603,nightly_enrichment,gpt-5,1821,0,83,stop,ok,,bd92b107232016ba,e5a72dea86886cbd
2026-08-08 01:21:50+00:00,req-00004472,nightly_enrichment,gpt-5,1688,0,265,stop,ok,,bd92b107232016ba,9abb1beda4908da7
2026-08-08 01:21:52+00:00,req-00004572,nightly_enrichment,gpt-5,1438,0,137,stop,ok,,bd92b107232016ba,a1ee9dd5baae6fc7
2026-08-08 01:21:56+00:00,req-00004808,nightly_enrichment,gpt-5,1258,0,135,stop,ok,,bd92b107232016ba,aa6aa9533ee232bc
2026-08-08 01:22:01+00:00,req-00005229,nightly_enrichment,gpt-5,1674,0,107,stop,ok,,bd92b107232016ba,40a39b0db81d1b34
2026-08-08 01:22:08+00:00,req-00004910,nightly_enrichment,gpt-5,1487,0,201,stop,ok,,bd92b107232016ba,31e5a491b4562848
2026-08-08 01:22:23+00:00,req-00004798,nightly_enrichment,gpt-5,1069,0,201,stop,ok,,bd92b107232016ba,26a2759c14bf444b
2026-08-08 01:22:51+00:00,req-00004420,nightly_enrichment,gpt-5,1339,0,171,stop,ok,,bd92b107232016ba,6e16cdb64c2e204a
2026-08-08 01:22:51+00:00,req-00005360,nightly_enrichment,gpt-5,1942,0,128,stop,ok,63351a963e510fd2,bd92b107232016ba,bafd90601131ddcb
2026-08-08 01:22:56+00:00,req-00005266,nightly_enrichment,gpt-5,2265,0,392,stop,ok,,bd92b107232016ba,785ec92e4a50ad5e
2026-08-08 01:23:41+00:00,req-00004516,nightly_enrichment,gpt-5,1098,0,151,stop,ok,,bd92b107232016ba,bd2920bdda02ade4
2026-08-08 01:24:15+00:00,req-00004705,nightly_enrichment,gpt-5,1248,0,221,stop,ok,,bd92b107232016ba,1f9de8bc8c4f4c63
2026-08-08 01:24:33+00:00,req-00005005,nightly_enrichment,gpt-5,1301,0,183,stop,ok,,bd92b107232016ba,f025aa5d2129abd0
2026-08-08 01:24:52+00:00,req-00004933,nightly_enrichment,gpt-5,1183,0,126,stop,ok,,bd92b107232016ba,276916b694dc14b0
2026-08-08 01:24:52+00:00,req-00004974,nightly_enrichment,gpt-5,1204,0,85,stop,ok,,bd92b107232016ba,b22448bdae40ccc4
2026-08-08 01:25:15+00:00,req-00005391,nightly_enrichment,gpt-5,1070,0,153,stop,ok,,bd92b107232016ba,755aedbf860aac77
2026-08-08 01:25:26+00:00,req-00005208,nightly_enrichment,gpt-5,1821,0,200,stop,ok,,bd92b107232016ba,6680b77bd00603ea
2026-08-08 01:25:30+00:00,req-00005062,nightly_enrichment,gpt-5,1036,0,135,stop,ok,,bd92b107232016ba,0f0f840d20c70874
2026-08-08 01:25:40+00:00,req-00004726,nightly_enrichment,gpt-5,1325,0,148,stop,ok,,bd92b107232016ba,f9a02d8c5e44fd4f
2026-08-08 01:25:45+00:00,req-00004467,nightly_enrichment,gpt-5,1413,0,402,stop,ok,,bd92b107232016ba,668d1b260adece39
2026-08-08 01:26:10+00:00,req-00005191,nightly_enrichment,gpt-5,1006,0,112,stop,ok,,bd92b107232016ba,9c608b3e48efc00f
2026-08-08 01:26:23+00:00,req-00004826,nightly_enrichment,gpt-5,1427,0,113,stop,ok,,bd92b107232016ba,a16bb11589032276
2026-08-08 01:26:24+00:00,req-00005379,nightly_enrichment,gpt-5,1486,0,63,stop,ok,,bd92b107232016ba,a7bd0d8318374b42
2026-08-08 01:26:35+00:00,req-00004595,nightly_enrichment,gpt-5,1385,0,171,stop,ok,1434e29abe0f682b,bd92b107232016ba,acd7228c874b696f
2026-08-08 01:26:43+00:00,req-00004884,nightly_enrichment,gpt-5,1307,0,134,stop,ok,,bd92b107232016ba,6b97a883b021ad8b
2026-08-08 01:26:51+00:00,req-00005269,nightly_enrichment,gpt-5,1203,0,246,stop,ok,f47d2400b0260b34,bd92b107232016ba,b068e3415abb9b9b
2026-08-08 01:26:53+00:00,req-00004403,nightly_enrichment,gpt-5,1169,0,137,stop,ok,,bd92b107232016ba,bca61b5fc4a06765
2026-08-08 01:27:11+00:00,req-00004720,nightly_enrichment,gpt-5,1654,0,149,stop,ok,,bd92b107232016ba,42c9dc2b92a685e5
2026-08-08 01:27:11+00:00,req-00004994,nightly_enrichment,gpt-5,1144,0,112,stop,ok,,bd92b107232016ba,daf1f6f922ac99d9
2026-08-08 01:27:41+00:00,req-00004474,nightly_enrichment,gpt-5,923,0,128,stop,ok,,bd92b107232016ba,852f48c4a24c04aa
2026-08-08 01:27:47+00:00,req-00004558,nightly_enrichment,gpt-5,1150,0,230,stop,ok,,bd92b107232016ba,3340a85cf8cc3bad
2026-08-08 01:28:25+00:00,req-00004436,nightly_enrichment,gpt-5,1476,0,211,stop,ok,,bd92b107232016ba,e54bc7556d9a8122
2026-08-08 01:28:28+00:00,req-00005004,nightly_enrichment,gpt-5,1222,0,98,stop,ok,,bd92b107232016ba,78bb635d87eaae5c
2026-08-08 01:29:22+00:00,req-00004662,nightly_enrichment,gpt-5,1047,0,126,stop,ok,,bd92b107232016ba,710a1d2cf25287f5
2026-08-08 01:29:30+00:00,req-00004984,nightly_enrichment,gpt-5,1680,0,127,stop,ok,9883112ccebf2a3b,bd92b107232016ba,b52798980d4bdf6f
2026-08-08 01:29:31+00:00,req-00005148,nightly_enrichment,gpt-5,1961,0,137,stop,ok,,bd92b107232016ba,f12092e03cf6f18e
2026-08-08 01:29:38+00:00,req-00005376,nightly_enrichment,gpt-5,1839,0,70,stop,ok,,bd92b107232016ba,d00e88366102b60f
2026-08-08 01:29:46+00:00,req-00005084,nightly_enrichment,gpt-5,1321,0,209,stop,ok,,bd92b107232016ba,7a318a77fbd35b01
2026-08-08 01:29:49+00:00,req-00005059,nightly_enrichment,gpt-5,1340,0,149,stop,ok,,bd92b107232016ba,1d01452f9741bc1e
2026-08-08 01:30:15+00:00,req-00005319,nightly_enrichment,gpt-5,1107,0,249,stop,ok,,bd92b107232016ba,5d7f493342514715
2026-08-08 01:30:16+00:00,req-00005174,nightly_enrichment,gpt-5,1645,0,266,stop,ok,,bd92b107232016ba,7da64ecc2ed19f18
2026-08-08 01:30:24+00:00,req-00005322,nightly_enrichment,gpt-5,1100,0,195,stop,ok,,bd92b107232016ba,f8589ab8dd5797f9
2026-08-08 01:30:32+00:00,req-00004983,nightly_enrichment,gpt-5,1626,0,121,stop,ok,,bd92b107232016ba,31f1086550205d71
2026-08-08 01:30:49+00:00,req-00004818,nightly_enrichment,gpt-5,1080,0,151,stop,ok,,bd92b107232016ba,bdff8c2cf228f007
2026-08-08 01:30:56+00:00,req-00005075,nightly_enrichment,gpt-5,1135,0,181,stop,ok,,bd92b107232016ba,b2e5fc6f5ade8486
2026-08-08 01:31:08+00:00,req-00004648,nightly_enrichment,gpt-5,1407,0,286,stop,ok,,bd92b107232016ba,bf779c807c18003a
2026-08-08 01:31:18+00:00,req-00004929,nightly_enrichment,gpt-5,1272,0,166,stop,ok,,bd92b107232016ba,491462ce9f54271a
2026-08-08 01:31:30+00:00,req-00005389,nightly_enrichment,gpt-5,959,0,112,stop,ok,,bd92b107232016ba,360a4fb326961da4
2026-08-08 01:31:38+00:00,req-00004784,nightly_enrichment,gpt-5,1418,0,147,stop,ok,,bd92b107232016ba,72813614245ac653
2026-08-08 01:31:59+00:00,req-00004448,nightly_enrichment,gpt-5,1187,0,109,stop,ok,,bd92b107232016ba,b8e772b78a74c427
2026-08-08 01:32:23+00:00,req-00004993,nightly_enrichment,gpt-5,1388,0,146,stop,ok,,bd92b107232016ba,a329728a3967991e
2026-08-08 01:32:42+00:00,req-00005093,nightly_enrichment,gpt-5,1924,0,133,stop,ok,137d4a795b5e1aff,bd92b107232016ba,27f61ec410c40dde
2026-08-08 01:32:52+00:00,req-00004567,nightly_enrichment,gpt-5,1315,0,81,stop,ok,,bd92b107232016ba,2db6b557dc504f64
2026-08-08 01:33:00+00:00,req-00004776,nightly_enrichment,gpt-5,1492,0,145,stop,ok,66c8ab8b4322ca22,bd92b107232016ba,afc6e6b84d59ce41
2026-08-08 01:33:17+00:00,req-00004520,nightly_enrichment,gpt-5,1168,0,113,stop,ok,,bd92b107232016ba,601491e914e323cb
2026-08-08 01:33:31+00:00,req-00005202,nightly_enrichment,gpt-5,1043,0,122,stop,ok,,bd92b107232016ba,d2eedfb83538795a
2026-08-08 01:33:54+00:00,req-00004988,nightly_enrichment,gpt-5,1795,0,132,stop,ok,db79d8f90ca6add4,bd92b107232016ba,b80b6171c8688f7d
2026-08-08 01:33:58+00:00,req-00004529,nightly_enrichment,gpt-5,966,0,156,stop,ok,,bd92b107232016ba,12727c078c24da3f
2026-08-08 01:34:22+00:00,req-00005057,nightly_enrichment,gpt-5,1026,0,162,stop,ok,ba78cc18193474c6,bd92b107232016ba,508b27cc99ad812e
2026-08-08 01:34:32+00:00,req-00004977,nightly_enrichment,gpt-5,1152,0,159,stop,ok,,bd92b107232016ba,131de6f41a3d3e6a
2026-08-08 01:35:14+00:00,req-00005002,nightly_enrichment,gpt-5,980,0,127,stop,ok,,bd92b107232016ba,6936b5f603f98047
2026-08-08 01:35:16+00:00,req-00004466,nightly_enrichment,gpt-5,1261,0,179,stop,ok,,bd92b107232016ba,963f4788a2bd16c6
2026-08-08 01:35:17+00:00,req-00005246,nightly_enrichment,gpt-5,1516,0,60,stop,ok,,bd92b107232016ba,b07a861b7d40579b
2026-08-08 01:35:39+00:00,req-00005261,nightly_enrichment,gpt-5,1330,0,86,stop,ok,1ae6ade2cf9f7af8,bd92b107232016ba,80f9d7d4815cc5cf
2026-08-08 01:36:00+00:00,req-00005186,nightly_enrichment,gpt-5,1055,0,69,stop,ok,,bd92b107232016ba,ca81552353e0a462
2026-08-08 01:37:00+00:00,req-00004831,nightly_enrichment,gpt-5,1270,0,139,stop,ok,,bd92b107232016ba,bf4a00348a4be063
2026-08-08 01:37:02+00:00,req-00005139,nightly_enrichment,gpt-5,1837,0,128,stop,ok,1770e5fa64f2ec91,bd92b107232016ba,fb67d3d16f9ad4cb
2026-08-08 01:37:10+00:00,req-00005211,nightly_enrichment,gpt-5,1619,0,76,stop,ok,,bd92b107232016ba,806a023b42a09a62
2026-08-08 01:37:11+00:00,req-00004755,nightly_enrichment,gpt-5,1214,0,62,stop,ok,,bd92b107232016ba,9b119be3b0b13285
2026-08-08 01:37:25+00:00,req-00004709,nightly_enrichment,gpt-5,1191,0,150,stop,ok,,bd92b107232016ba,2eaaf9e7c470a498
2026-08-08 01:37:32+00:00,req-00004640,nightly_enrichment,gpt-5,1531,0,117,stop,ok,,bd92b107232016ba,4e65479e1b38cf09
2026-08-08 01:37:42+00:00,req-00004633,nightly_enrichment,gpt-5,1122,0,140,stop,ok,,bd92b107232016ba,8649c16b06145328
2026-08-08 01:37:58+00:00,req-00004499,nightly_enrichment,gpt-5,1198,0,182,stop,ok,,bd92b107232016ba,bab746f95ae2b2e7
2026-08-08 01:37:58+00:00,req-00004581,nightly_enrichment,gpt-5,1351,0,77,stop,ok,,bd92b107232016ba,b1c86a083fbb5bf8
2026-08-08 01:38:09+00:00,req-00005026,nightly_enrichment,gpt-5,1624,0,159,stop,ok,,bd92b107232016ba,322f4058ad7d9a6e
2026-08-08 01:38:36+00:00,req-00004370,nightly_enrichment,gpt-5,1029,0,172,stop,ok,,bd92b107232016ba,7dda02697369c5bc
2026-08-08 01:38:42+00:00,req-00004805,nightly_enrichment,gpt-5,1307,0,288,stop,ok,,bd92b107232016ba,692cb509bce7502f
2026-08-08 01:38:55+00:00,req-00004968,nightly_enrichment,gpt-5,1400,0,372,stop,ok,,bd92b107232016ba,f7e50b512356d981
2026-08-08 01:39:09+00:00,req-00004717,nightly_enrichment,gpt-5,1374,0,78,stop,ok,,bd92b107232016ba,daa2c6cce2853d4b
2026-08-08 01:39:12+00:00,req-00004772,nightly_enrichment,gpt-5,1512,0,83,stop,ok,,bd92b107232016ba,88c8d234e6aacc16
2026-08-08 01:39:16+00:00,req-00005029,nightly_enrichment,gpt-5,2339,0,202,stop,ok,1ad8b908d73ec6f3,bd92b107232016ba,fb58f953b0b537b8
2026-08-08 01:39:19+00:00,req-00004855,nightly_enrichment,gpt-5,1043,0,98,stop,ok,,bd92b107232016ba,2dc9016155c4de73
2026-08-08 01:39:27+00:00,req-00004870,nightly_enrichment,gpt-5,1329,0,198,stop,ok,,bd92b107232016ba,beddfbf1e995873d
2026-08-08 01:39:35+00:00,req-00004948,nightly_enrichment,gpt-5,1280,0,191,stop,ok,,bd92b107232016ba,f66a6702b69b913e
2026-08-08 01:39:38+00:00,req-00004924,nightly_enrichment,gpt-5,1224,0,192,stop,ok,ad66ebc49bdd4cf3,bd92b107232016ba,2353d37100672b2f
2026-08-08 01:40:30+00:00,req-00004479,nightly_enrichment,gpt-5,1321,0,307,stop,ok,,bd92b107232016ba,98037b6b5a1533ce
2026-08-08 01:40:38+00:00,req-00004651,nightly_enrichment,gpt-5,1368,0,216,stop,ok,,bd92b107232016ba,3767b923bfbe9e6b
2026-08-08 01:41:20+00:00,req-00004646,nightly_enrichment,gpt-5,1324,0,245,stop,ok,,bd92b107232016ba,3fdb0431e316c4d7
2026-08-08 01:41:21+00:00,req-00004803,nightly_enrichment,gpt-5,1298,0,190,stop,ok,,bd92b107232016ba,055846d9647daa75
2026-08-08 01:41:31+00:00,req-00005097,nightly_enrichment,gpt-5,1594,0,90,stop,ok,,bd92b107232016ba,c9384ca1d40d4d99
2026-08-08 01:41:48+00:00,req-00004653,nightly_enrichment,gpt-5,1325,0,67,stop,ok,,bd92b107232016ba,f3a7b3bc396a320f
2026-08-08 01:42:02+00:00,req-00004979,nightly_enrichment,gpt-5,1534,0,165,stop,ok,e5d45b4f447f6f94,bd92b107232016ba,16140c893683c927
2026-08-08 01:42:11+00:00,req-00004715,nightly_enrichment,gpt-5,2271,0,83,stop,ok,,bd92b107232016ba,d501d56b4fc2dbda
2026-08-08 01:42:17+00:00,req-00005021,nightly_enrichment,gpt-5,1239,0,323,stop,ok,,bd92b107232016ba,7df2204344010f4f
2026-08-08 01:42:18+00:00,req-00004551,nightly_enrichment,gpt-5,1333,0,153,stop,ok,,bd92b107232016ba,97fa17a83efc8117
2026-08-08 01:42:35+00:00,req-00005105,nightly_enrichment,gpt-5,1579,0,337,stop,ok,,bd92b107232016ba,1d3083ce5a87084e
2026-08-08 01:42:43+00:00,req-00004492,nightly_enrichment,gpt-5,1324,0,68,stop,ok,,bd92b107232016ba,23ee7617a988ff11
2026-08-08 01:42:49+00:00,req-00005395,nightly_enrichment,gpt-5,1151,0,176,stop,ok,4d60fc13c48c45ad,bd92b107232016ba,d80f16a88b6cbb3a
2026-08-08 01:43:00+00:00,req-00004429,nightly_enrichment,gpt-5,1160,0,112,stop,ok,2dd20f463d6a4971,bd92b107232016ba,4dabd1e35495d996
2026-08-08 01:43:07+00:00,req-00004813,nightly_enrichment,gpt-5,1273,0,115,stop,ok,,bd92b107232016ba,b9124f90f52e9613
2026-08-08 01:43:12+00:00,req-00005253,nightly_enrichment,gpt-5,1051,0,160,stop,ok,,bd92b107232016ba,36c89ac9901438fa
