ts,request_id,session_id,agent,provider,model,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,cache_write_ttl,status,error_code,finish_reason,latency_ms,is_batch,prompt_prefix_hash,prompt_full_hash,prompt_chars
2026-07-03 01:07:08+00:00,req-00028934,,nightly_enrichment,openai,gpt-5,1688,179,0,0,,ok,,stop,1945.0,False,bd92b107232016ba,fa27317e36c992e3,6583
2026-07-03 01:07:51+00:00,req-00029449,,nightly_enrichment,openai,gpt-5,1570,265,0,0,,ok,,stop,2744.0,False,bd92b107232016ba,ea9a6c77ac43dfeb,6123
2026-07-03 01:08:21+00:00,req-00029219,2fc4896b27cbebfd,nightly_enrichment,openai,gpt-5,1247,99,0,0,,ok,,stop,1854.0,False,bd92b107232016ba,361ad1371cc6d34a,4863
2026-07-03 01:08:31+00:00,req-00028824,,nightly_enrichment,openai,gpt-5,1145,189,0,0,,ok,,stop,2258.0,False,bd92b107232016ba,b10bfe7974a312f4,4465
2026-07-03 01:08:53+00:00,req-00029481,,nightly_enrichment,openai,gpt-5,1097,177,0,0,,ok,,stop,2400.0,False,bd92b107232016ba,bbfa1d209169efe4,4278
2026-07-03 01:09:52+00:00,req-00029290,,nightly_enrichment,openai,gpt-5,1101,133,0,0,,ok,,stop,1799.0,False,bd92b107232016ba,a837c66153e0c7c1,4293
2026-07-03 01:10:01+00:00,req-00028827,40ae2ac07826fc1d,nightly_enrichment,openai,gpt-5,1127,159,0,0,,ok,,stop,2589.0,False,bd92b107232016ba,d2311d22b587db7d,4395
2026-07-03 01:10:21+00:00,req-00028965,,nightly_enrichment,openai,gpt-5,1129,148,0,0,,ok,,stop,1469.0,False,bd92b107232016ba,fcbfa34ad7ec9b76,4403
2026-07-03 01:10:31+00:00,req-00029254,,nightly_enrichment,openai,gpt-5,1326,119,0,0,,ok,,stop,2093.0,False,bd92b107232016ba,9e1b5c4ed05f2fc2,5171
2026-07-03 01:10:50+00:00,req-00029224,,nightly_enrichment,openai,gpt-5,1623,123,0,0,,ok,,stop,1674.0,False,bd92b107232016ba,648dd2877d110b66,6329
2026-07-03 01:10:52+00:00,req-00029060,,nightly_enrichment,openai,gpt-5,1216,152,0,0,,ok,,stop,2047.0,False,bd92b107232016ba,2b7a0c1dcf426075,4742
2026-07-03 01:11:31+00:00,req-00029322,,nightly_enrichment,openai,gpt-5,1232,222,0,0,,ok,,stop,3086.0,False,bd92b107232016ba,91341dc32b2ca07c,4804
2026-07-03 01:11:39+00:00,req-00028803,,nightly_enrichment,openai,gpt-5,1554,102,0,0,,ok,,stop,1576.0,False,bd92b107232016ba,af86e88ca0a0ba43,6060
2026-07-03 01:11:58+00:00,req-00029321,,nightly_enrichment,openai,gpt-5,950,66,0,0,,ok,,stop,1513.0,False,bd92b107232016ba,a0d2c785bec36ca1,3705
2026-07-03 01:12:04+00:00,req-00029128,,nightly_enrichment,openai,gpt-5,1465,169,0,0,,ok,,stop,2074.0,False,bd92b107232016ba,661b69b9af4c1887,5713
2026-07-03 01:12:19+00:00,req-00029349,,nightly_enrichment,openai,gpt-5,1146,79,0,0,,ok,,stop,1278.0,False,bd92b107232016ba,9ae9399f1f2c40bd,4469
2026-07-03 01:13:05+00:00,req-00029206,,nightly_enrichment,openai,gpt-5,1275,190,0,0,,ok,,stop,2645.0,False,bd92b107232016ba,83c6f23da4b5aabb,4972
2026-07-03 01:13:28+00:00,req-00029129,aa7b9095cfecd9de,nightly_enrichment,openai,gpt-5,1401,124,0,0,,ok,,stop,2105.0,False,bd92b107232016ba,1c27b96106b709ec,5463
2026-07-03 01:13:33+00:00,req-00029184,,nightly_enrichment,openai,gpt-5,1181,117,0,0,,ok,,stop,1937.0,False,bd92b107232016ba,49806898d337fed9,4605
2026-07-03 01:13:52+00:00,req-00028857,,nightly_enrichment,openai,gpt-5,1443,181,0,0,,ok,,stop,1830.0,False,bd92b107232016ba,f9e7f623215862d4,5627
2026-07-03 01:14:03+00:00,req-00028886,,nightly_enrichment,openai,gpt-5,1213,138,0,0,,ok,,stop,1862.0,False,bd92b107232016ba,3782fbb410044043,4730
2026-07-03 01:14:06+00:00,req-00029178,,nightly_enrichment,openai,gpt-5,1188,98,0,0,,ok,,stop,1473.0,False,bd92b107232016ba,b5b64a25e1499b07,4633
2026-07-03 01:14:14+00:00,req-00029431,,nightly_enrichment,openai,gpt-5,1394,187,0,0,,ok,,stop,1695.0,False,bd92b107232016ba,4e5c15f8bb58abc9,5436
2026-07-03 01:14:21+00:00,req-00029426,,nightly_enrichment,openai,gpt-5,1436,109,0,0,,ok,,stop,1834.0,False,bd92b107232016ba,8154d435091f62a0,5600
2026-07-03 01:14:34+00:00,req-00029182,,nightly_enrichment,openai,gpt-5,2007,87,0,0,,ok,,stop,1611.0,False,bd92b107232016ba,08f6dfc6b83a4277,7827
2026-07-03 01:15:37+00:00,req-00028922,,nightly_enrichment,openai,gpt-5,1516,192,0,0,,ok,,stop,2039.0,False,bd92b107232016ba,85c6fa48ac117ad0,5912
2026-07-03 01:15:45+00:00,req-00029463,,nightly_enrichment,openai,gpt-5,1144,152,0,0,,ok,,stop,2158.0,False,bd92b107232016ba,c72837e936ad4c24,4461
2026-07-03 01:15:55+00:00,req-00028789,,nightly_enrichment,openai,gpt-5,1598,273,0,0,,ok,,stop,2869.0,False,bd92b107232016ba,23cd6e5c82ecd210,6232
2026-07-03 01:16:07+00:00,req-00028931,,nightly_enrichment,openai,gpt-5,2026,179,0,0,,ok,,stop,1821.0,False,bd92b107232016ba,bc11e510eac06dc7,7901
2026-07-03 01:16:34+00:00,req-00028890,,nightly_enrichment,openai,gpt-5,1169,79,0,0,,ok,,stop,1764.0,False,bd92b107232016ba,bdc2a181a10c081c,4559
2026-07-03 01:17:23+00:00,req-00029064,63e9bedc3f92b198,nightly_enrichment,openai,gpt-5,1451,261,0,0,,ok,,stop,2446.0,False,bd92b107232016ba,bf3501fae5fd7dee,5658
2026-07-03 01:18:13+00:00,req-00029354,160c24f82749b3f9,nightly_enrichment,openai,gpt-5,955,141,0,0,,ok,,stop,1844.0,False,bd92b107232016ba,60eb2a0606875b6e,3724
2026-07-03 01:18:21+00:00,req-00028809,,nightly_enrichment,openai,gpt-5,937,97,0,0,,ok,,stop,1688.0,False,bd92b107232016ba,c784e963631d2e5c,3654
2026-07-03 01:18:27+00:00,req-00028899,,nightly_enrichment,openai,gpt-5,2387,94,0,0,,ok,,stop,2025.0,False,bd92b107232016ba,e3b2d28fb220bf3b,9309
2026-07-03 01:19:07+00:00,req-00029326,,nightly_enrichment,openai,gpt-5,1391,167,0,0,,ok,,stop,2293.0,False,bd92b107232016ba,67f40ed69b22962c,5424
2026-07-03 01:19:42+00:00,req-00029146,,nightly_enrichment,openai,gpt-5,1365,153,0,0,,ok,,stop,2080.0,False,bd92b107232016ba,e82e76db5d28b993,5323
2026-07-03 01:19:52+00:00,req-00029005,,nightly_enrichment,openai,gpt-4o-legacy,1307,169,0,0,,ok,,stop,1766.0,False,bd92b107232016ba,60090d2e5e5b13ec,5097
2026-07-03 01:19:54+00:00,req-00029391,,nightly_enrichment,openai,gpt-5,1117,163,0,0,,ok,,stop,2113.0,False,bd92b107232016ba,2d80d644cde73b52,4356
2026-07-03 01:20:03+00:00,req-00029458,,nightly_enrichment,openai,gpt-5,1333,167,0,0,,ok,,stop,1925.0,False,bd92b107232016ba,2944574a24c5f57d,5198
2026-07-03 01:20:13+00:00,req-00029444,,nightly_enrichment,openai,gpt-5,1396,144,0,0,,ok,,stop,1798.0,False,bd92b107232016ba,96c18a158a48fcab,5444
2026-07-03 01:20:54+00:00,req-00029028,,nightly_enrichment,openai,gpt-5,1305,253,0,0,,ok,,stop,2916.0,False,bd92b107232016ba,5ff9ff7c2f56b726,5089
2026-07-03 01:21:05+00:00,req-00029429,,nightly_enrichment,openai,gpt-5,1788,113,0,0,,ok,,stop,2018.0,False,bd92b107232016ba,5b098df031fc14fa,6973
2026-07-03 01:21:08+00:00,req-00029111,,nightly_enrichment,openai,gpt-5,1416,162,0,0,,ok,,stop,1786.0,False,bd92b107232016ba,dfc8602056ab17be,5522
2026-07-03 01:21:11+00:00,req-00028913,,nightly_enrichment,openai,gpt-5,1288,223,0,0,,ok,,stop,2558.0,False,bd92b107232016ba,12869f91622c6efb,5023
2026-07-03 01:21:30+00:00,req-00029170,,nightly_enrichment,openai,gpt-5,1524,147,0,0,,ok,,stop,1778.0,False,bd92b107232016ba,83b6359e61fcaad8,5943
2026-07-03 01:21:47+00:00,req-00029097,,nightly_enrichment,openai,gpt-5,1328,159,0,0,,ok,,stop,1845.0,False,bd92b107232016ba,52dc2f9003debbba,5179
2026-07-03 01:22:21+00:00,req-00028926,,nightly_enrichment,openai,gpt-5,1304,218,0,0,,ok,,stop,2518.0,False,bd92b107232016ba,5b755df5f1e962dc,5085
2026-07-03 01:22:38+00:00,req-00029400,,nightly_enrichment,openai,gpt-5,1501,107,0,0,,ok,,stop,1336.0,False,bd92b107232016ba,41b2acf08dd82f15,5853
2026-07-03 01:22:54+00:00,req-00029171,,nightly_enrichment,openai,gpt-5,1551,155,0,0,,ok,,stop,2447.0,False,bd92b107232016ba,edf8e176b15caabf,6048
2026-07-03 01:23:34+00:00,req-00029347,,nightly_enrichment,openai,gpt-5,1253,254,0,0,,ok,,stop,2427.0,False,bd92b107232016ba,beabb0899b7321bb,4886
2026-07-03 01:24:52+00:00,req-00029480,,nightly_enrichment,openai,gpt-5,1065,177,0,0,,ok,,stop,1714.0,False,bd92b107232016ba,a01d08c96c571137,4153
2026-07-03 01:24:59+00:00,req-00029363,,nightly_enrichment,openai,gpt-5,1262,132,0,0,,ok,,stop,1928.0,False,bd92b107232016ba,c9d1170807446e98,4921
2026-07-03 01:25:30+00:00,req-00029365,,nightly_enrichment,openai,gpt-5,1403,267,0,0,,ok,,stop,3210.0,False,bd92b107232016ba,636ad9f44b504af8,5471
2026-07-03 01:25:32+00:00,req-00028935,,nightly_enrichment,openai,gpt-5,1662,123,0,0,,ok,,stop,1873.0,False,bd92b107232016ba,3aa2be3e5651b787,6481
2026-07-03 01:25:36+00:00,req-00029251,,nightly_enrichment,openai,gpt-5,1945,173,0,0,,ok,,stop,1906.0,False,bd92b107232016ba,0bbc38b90951457b,7585
2026-07-03 01:26:09+00:00,req-00029388,,nightly_enrichment,openai,gpt-5,1214,0,0,0,,error,overloaded_error,error,1140.0,False,bd92b107232016ba,422f0dca63a39a69,4734
2026-07-03 01:26:13+00:00,req-00029283,,nightly_enrichment,openai,gpt-5,1157,185,0,0,,ok,,stop,2114.0,False,bd92b107232016ba,bf0c0677ddb812d0,4512
2026-07-03 01:26:48+00:00,req-00028876,,nightly_enrichment,openai,gpt-5,1621,132,0,0,,ok,,stop,2091.0,False,bd92b107232016ba,e7b7145521b405b6,6321
2026-07-03 01:27:29+00:00,req-00028928,,nightly_enrichment,openai,gpt-5,1363,133,0,0,,ok,,stop,1729.0,False,bd92b107232016ba,649553f6c069c11e,5315
2026-07-03 01:27:52+00:00,req-00029360,,nightly_enrichment,openai,gpt-5,1471,100,0,0,,ok,,stop,1837.0,False,bd92b107232016ba,6faacda4c75b222f,5736
2026-07-03 01:27:55+00:00,req-00029453,,nightly_enrichment,openai,gpt-5,1967,264,0,0,,ok,,stop,2430.0,False,bd92b107232016ba,cac28851640abb6e,7671
2026-07-03 01:27:58+00:00,req-00029380,,nightly_enrichment,openai,gpt-5,1142,116,0,0,,ok,,stop,1967.0,False,bd92b107232016ba,2b632dd0f75da150,4453
2026-07-03 01:29:28+00:00,req-00029364,,nightly_enrichment,openai,gpt-5,1366,172,0,0,,ok,,stop,2785.0,False,bd92b107232016ba,560b8a816e450c3f,5327
2026-07-03 01:30:10+00:00,req-00029383,abff08da18e65509,nightly_enrichment,openai,gpt-5,1362,178,0,0,,ok,,stop,2193.0,False,bd92b107232016ba,b3ee738a3134b86b,5311
2026-07-03 01:30:15+00:00,req-00029127,,nightly_enrichment,openai,gpt-5,1039,177,0,0,,ok,,stop,2104.0,False,bd92b107232016ba,df9b88a3d3bd9b35,4052
2026-07-03 01:31:21+00:00,req-00029118,,nightly_enrichment,openai,gpt-5,984,207,0,0,,ok,,stop,2338.0,False,bd92b107232016ba,92ac15f9252ae5b4,3837
2026-07-03 01:32:59+00:00,req-00029176,,nightly_enrichment,openai,gpt-5,1340,102,0,0,,ok,,stop,1369.0,False,bd92b107232016ba,24a5939fdc5f0cb5,5226
2026-07-03 01:33:05+00:00,req-00028903,7a69fd2cefc7415b,nightly_enrichment,openai,gpt-5,1271,109,0,0,,ok,,stop,1650.0,False,bd92b107232016ba,1efce65755565ab4,4956
2026-07-03 01:33:29+00:00,req-00029270,,nightly_enrichment,openai,gpt-5,1530,46,0,0,,ok,,stop,1236.0,False,bd92b107232016ba,53483789d637f3f5,5967
2026-07-03 01:33:42+00:00,req-00029272,,nightly_enrichment,openai,gpt-5,1355,137,0,0,,ok,,stop,1998.0,False,bd92b107232016ba,f4e1a456d570efaa,5284
2026-07-03 01:33:42+00:00,req-00029334,d3b133812008433c,nightly_enrichment,openai,gpt-5,1298,149,0,0,,ok,,stop,1946.0,False,bd92b107232016ba,80c760947bda5ddd,5062
2026-07-03 01:34:20+00:00,req-00029375,49b837e87ac20a98,nightly_enrichment,openai,gpt-5,1654,207,0,0,,ok,,stop,2513.0,False,bd92b107232016ba,a5f31db7d840003f,6450
2026-07-03 01:35:09+00:00,req-00028822,,nightly_enrichment,openai,gpt-5,1328,136,0,0,,ok,,stop,1851.0,False,bd92b107232016ba,0a50abe1f0f08a8a,5179
2026-07-03 01:35:20+00:00,req-00029435,10b4aa4b233bb7db,nightly_enrichment,openai,gpt-5,1060,128,0,0,,ok,,stop,2269.0,False,bd92b107232016ba,1f0ac4cceffc9d92,4134
2026-07-03 01:35:28+00:00,req-00028843,,nightly_enrichment,openai,gpt-5,1175,151,0,0,,ok,,stop,1866.0,False,bd92b107232016ba,d0a0952bde15cce3,4582
2026-07-03 01:35:33+00:00,req-00028968,,nightly_enrichment,openai,gpt-5,1269,147,0,0,,ok,,stop,1712.0,False,bd92b107232016ba,733cdb3af2628ddf,4949
2026-07-03 01:35:38+00:00,req-00029264,,nightly_enrichment,openai,gpt-5,1400,56,0,0,,ok,,stop,1218.0,False,bd92b107232016ba,9cdc6eb9ccbf4e2a,5460
2026-07-03 01:36:14+00:00,req-00029361,,nightly_enrichment,openai,gpt-5,1157,123,0,0,,ok,,stop,1665.0,False,bd92b107232016ba,0ea7854e0fb8ab62,4512
2026-07-03 01:36:15+00:00,req-00028846,,nightly_enrichment,openai,gpt-5,1113,124,0,0,,ok,,stop,2170.0,False,bd92b107232016ba,466eccfb8c422690,4340
2026-07-03 01:36:35+00:00,req-00029168,,nightly_enrichment,openai,gpt-5,1255,160,0,0,,ok,,stop,2164.0,False,bd92b107232016ba,58f71c382e1596c2,4894
2026-07-03 01:36:48+00:00,req-00029377,,nightly_enrichment,openai,gpt-5,1264,198,0,0,,ok,,stop,2327.0,False,bd92b107232016ba,8d834ee6d0decdab,4929
2026-07-03 01:37:03+00:00,req-00029384,,nightly_enrichment,openai,gpt-5,1252,116,0,0,,ok,,stop,1768.0,False,bd92b107232016ba,9a206dc1c8480006,4882
2026-07-03 01:37:49+00:00,req-00028863,,nightly_enrichment,openai,gpt-5,1444,162,0,0,,ok,,stop,1823.0,False,bd92b107232016ba,5363f9ebe72f4dd4,5631
2026-07-03 01:37:58+00:00,req-00029382,,nightly_enrichment,openai,gpt-5,973,116,0,0,,ok,,stop,1650.0,False,bd92b107232016ba,e1eea620bd5a236f,3794
2026-07-03 01:38:30+00:00,req-00029198,,nightly_enrichment,openai,gpt-5,1294,125,0,0,,ok,,stop,1567.0,False,bd92b107232016ba,25df4160b57b23f6,5046
2026-07-03 01:38:40+00:00,req-00029419,,nightly_enrichment,openai,gpt-5,1258,147,0,0,,ok,,stop,1789.0,False,bd92b107232016ba,5bb64ddb151cecfe,4906
2026-07-03 01:38:49+00:00,req-00029362,,nightly_enrichment,openai,gpt-5,1265,150,0,0,,ok,,stop,2121.0,False,bd92b107232016ba,12afcab3bd26aed7,4933
2026-07-03 01:38:59+00:00,req-00029239,60f9bf91952fdfe3,nightly_enrichment,openai,gpt-5,1513,77,0,0,,ok,,stop,1456.0,False,bd92b107232016ba,72b24dadbae9c2c0,5900
2026-07-03 01:39:16+00:00,req-00029187,,nightly_enrichment,openai,gpt-5,956,63,0,0,,ok,,stop,1330.0,False,bd92b107232016ba,63c8e07e564f7996,3728
2026-07-03 01:40:09+00:00,req-00029185,,nightly_enrichment,openai,gpt-5,1899,99,0,0,,ok,,stop,1660.0,False,bd92b107232016ba,51a1541ecd407b8d,7406
2026-07-03 01:40:52+00:00,req-00028880,b13fc9a0d272a7fb,nightly_enrichment,openai,gpt-5,1763,314,0,0,,ok,,stop,3242.0,False,bd92b107232016ba,7dd3bfd79a248aa2,6875
2026-07-03 01:41:08+00:00,req-00029122,,nightly_enrichment,openai,gpt-5,1281,140,0,0,,ok,,stop,1419.0,False,bd92b107232016ba,7fdc6509070eb251,4995
2026-07-03 01:41:09+00:00,req-00028977,,nightly_enrichment,openai,gpt-5,1010,109,0,0,,ok,,stop,1649.0,False,bd92b107232016ba,813d24b67566b911,3939
2026-07-03 01:41:50+00:00,req-00029245,4811f08a9711d039,nightly_enrichment,openai,gpt-5,980,136,0,0,,ok,,stop,1351.0,False,bd92b107232016ba,75ee1cbd2d98e08d,3822
2026-07-03 01:42:08+00:00,req-00028878,,nightly_enrichment,openai,gpt-5,974,170,0,0,,ok,,stop,2038.0,False,bd92b107232016ba,0b2b696f82ba8dcc,3798
2026-07-03 01:42:38+00:00,req-00029246,,nightly_enrichment,openai,gpt-5,1104,80,0,0,,ok,,stop,1056.0,False,bd92b107232016ba,e03f941ba1120e5b,4305
2026-07-03 01:42:44+00:00,req-00029148,,nightly_enrichment,openai,gpt-5,1426,211,0,0,,ok,,stop,2519.0,False,bd92b107232016ba,db7ecfd3ef22ca46,5561
2026-07-03 01:43:39+00:00,req-00029050,,nightly_enrichment,openai,gpt-5,1531,122,0,0,,ok,,stop,2069.0,False,bd92b107232016ba,5fcc36e4132f42fe,5970
2026-07-03 01:45:17+00:00,req-00029089,,nightly_enrichment,openai,gpt-5,1816,195,0,0,,ok,,stop,2491.0,False,bd92b107232016ba,5a9b88380263a3b0,7082
2026-07-03 01:45:27+00:00,req-00028828,,nightly_enrichment,openai,gpt-5,1176,80,0,0,,ok,,stop,1706.0,False,bd92b107232016ba,a347f8ca065f901a,4586
2026-07-03 01:45:31+00:00,req-00029408,,nightly_enrichment,openai,gpt-5,1294,247,0,0,,ok,,stop,2842.0,False,bd92b107232016ba,c61a909d9b592fac,5046
2026-07-03 01:45:39+00:00,req-00029456,,nightly_enrichment,openai,gpt-5,1096,132,0,0,,ok,,stop,2056.0,False,bd92b107232016ba,98da437780ae9be1,4274
2026-07-03 01:45:58+00:00,req-00028786,,nightly_enrichment,openai,gpt-5,1057,128,0,0,,ok,,stop,1892.0,False,bd92b107232016ba,008fb579618fc82e,4122
2026-07-03 01:47:01+00:00,req-00029415,,nightly_enrichment,openai,gpt-5,1275,90,0,0,,ok,,stop,1422.0,False,bd92b107232016ba,1cacf90218f2b6fb,4972
2026-07-03 01:47:08+00:00,req-00029385,,nightly_enrichment,openai,gpt-5,1251,0,0,0,,error,invalid_request_error,error,1185.0,False,bd92b107232016ba,627580d85b0b390c,4878
2026-07-03 01:47:35+00:00,req-00029008,,nightly_enrichment,openai,gpt-5,1437,137,0,0,,ok,,stop,2226.0,False,bd92b107232016ba,aaccb46318d5bf41,5604
2026-07-03 01:47:50+00:00,req-00029123,,nightly_enrichment,openai,gpt-5,1470,139,0,0,,ok,,stop,1793.0,False,bd92b107232016ba,e99173d828f9d5d4,5733
2026-07-03 01:47:59+00:00,req-00029376,,nightly_enrichment,openai,gpt-5,2342,329,0,0,,ok,,stop,2640.0,False,bd92b107232016ba,18b78e7fd9cb4a08,9133
2026-07-03 01:48:01+00:00,req-00029084,,nightly_enrichment,openai,gpt-5,1208,218,0,0,,ok,,stop,2385.0,False,bd92b107232016ba,f1a1143d1aecd7ad,4711
2026-07-03 01:48:05+00:00,req-00029307,d430fa3d1c27b355,nightly_enrichment,openai,gpt-5,1076,72,0,0,,ok,,stop,966.0,False,bd92b107232016ba,d9de7303b6f78dc1,4196
2026-07-03 01:48:06+00:00,req-00029189,,nightly_enrichment,openai,gpt-5,1095,128,0,0,,ok,,stop,1761.0,False,bd92b107232016ba,6eb57df97c9abe8f,4270
2026-07-03 01:48:11+00:00,req-00029102,,nightly_enrichment,openai,gpt-5,1105,90,0,0,,ok,,stop,1543.0,False,bd92b107232016ba,929a857156377008,4309
2026-07-03 01:48:24+00:00,req-00029305,,nightly_enrichment,openai,gpt-5,1478,130,0,0,,ok,,stop,1901.0,False,bd92b107232016ba,42738e47520932f6,5764
2026-07-03 01:48:38+00:00,req-00029230,,nightly_enrichment,openai,gpt-5,1026,233,0,0,,ok,,stop,2727.0,False,bd92b107232016ba,9d328e2c0996312c,4001
2026-07-03 01:48:49+00:00,req-00029049,,nightly_enrichment,openai,gpt-5,1409,0,0,0,,error,api_error,error,1098.0,False,bd92b107232016ba,33ce04033a699ad3,5495
2026-07-03 01:48:51+00:00,req-00028984,,nightly_enrichment,openai,gpt-5,1237,339,0,0,,ok,,stop,3813.0,False,bd92b107232016ba,97dff1d4c7510263,4824
2026-07-03 01:49:53+00:00,req-00028915,70317571de30ead6,nightly_enrichment,openai,gpt-5,1404,101,0,0,,ok,,stop,1336.0,False,bd92b107232016ba,9e1b8ed79f0da688,5475
2026-07-03 01:50:04+00:00,req-00028958,,nightly_enrichment,openai,gpt-5,1197,129,0,0,,ok,,stop,1975.0,False,bd92b107232016ba,046c83204bf4608e,4668
2026-07-03 01:50:07+00:00,req-00028849,,nightly_enrichment,openai,gpt-5,1390,56,0,0,,ok,,stop,1447.0,False,bd92b107232016ba,dfad7d6ea911a5ea,5421
2026-07-03 01:50:14+00:00,req-00028962,,nightly_enrichment,openai,gpt-5,1258,180,0,0,,ok,,stop,1655.0,False,bd92b107232016ba,169f6951ffa660bf,4906
2026-07-03 01:51:30+00:00,req-00028948,44123adba936281b,nightly_enrichment,openai,gpt-5,1173,114,0,0,,ok,,stop,1774.0,False,bd92b107232016ba,bddef1c082560d52,4574
2026-07-03 01:52:54+00:00,req-00029404,,nightly_enrichment,openai,gpt-5,1582,258,0,0,,ok,,stop,3133.0,False,bd92b107232016ba,f7967c7afef1bdc2,6169
